price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,has_waterfront,has_basement,has_renovation,eff_built
225000.0,4,2,1800.0,9350.0,1,0,3,8,98092,47.2959,-122.191,2060.0,8800.0,0,0,0,51
720000.0,3,1,2040.0,4000.0,2,0,5,7,98105,47.6675,-122.289,1610.0,4000.0,0,1,0,96
930000.0,4,2,2200.0,4000.0,2,0,5,8,98119,47.6402,-122.37,2100.0,4000.0,0,1,0,112
1270000.0,5,2,3200.0,17204.0,1,0,3,7,98004,47.6209,-122.22200000000001,4090.0,15732.0,0,1,0,68
700000.0,5,3,2400.0,3118.0,2,0,4,7,98122,47.6094,-122.291,2100.0,3941.0,0,1,0,92
466000.0,2,1,1140.0,1058.0,3,0,3,7,98103,47.6608,-122.333,1170.0,1116.0,0,0,0,15
374000.0,3,1,1330.0,10640.0,1,0,3,7,98011,47.7364,-122.193,1460.0,8520.0,0,0,0,44
480000.0,3,2,1940.0,10035.0,2,0,4,8,98072,47.7438,-122.17200000000001,2810.0,8333.0,0,0,0,26
740000.0,3,2,3000.0,25341.0,2,0,3,9,98053,47.6724,-122.01299999999999,3000.0,32417.0,0,0,0,25
1010000.0,4,1,1820.0,5400.0,1,0,3,8,98102,47.6476,-122.318,1820.0,5400.0,0,0,1,6
395000.0,4,2,2910.0,5000.0,2,0,3,8,98042,47.3782,-122.12700000000001,2740.0,5045.0,0,0,0,18
340000.0,2,1,1090.0,6771.0,1,0,3,6,98106,47.5185,-122.352,1200.0,4992.0,0,0,0,66
209000.0,3,2,1230.0,1340.0,2,0,3,7,98106,47.526,-122.361,1260.0,1312.0,0,1,0,17
431650.0,5,2,1710.0,7700.0,1,0,3,7,98007,47.5922,-122.146,1530.0,7700.0,0,0,0,58
980000.0,5,2,3160.0,11470.0,1,0,4,9,98040,47.5368,-122.21600000000001,3260.0,11470.0,0,1,0,49
660000.0,3,2,2680.0,28243.0,2,0,3,9,98077,47.7637,-122.05,2670.0,32130.0,0,0,0,27
730000.0,4,2,2190.0,9009.0,2,0,4,8,98033,47.6916,-122.18799999999999,2190.0,10251.0,0,1,0,43
291500.0,3,1,1260.0,9600.0,1,0,4,7,98042,47.3592,-122.07600000000001,1640.0,9946.0,0,0,0,32
905000.0,4,3,2970.0,14486.0,2,0,3,9,98040,47.5627,-122.215,3680.0,14486.0,0,1,0,23
800000.0,4,2,2570.0,50308.0,1,0,3,10,98077,47.7418,-122.039,3420.0,37891.0,0,0,0,27
839900.0,4,3,3810.0,13592.0,1,1,3,9,98056,47.5134,-122.2,3230.0,9311.0,0,1,0,7
200000.0,1,1,1010.0,1157.0,2,0,3,8,98126,47.5492,-122.37200000000001,1360.0,1688.0,0,1,0,13
300000.0,3,2,1480.0,6698.0,1,0,4,7,98058,47.4614,-122.16799999999999,1850.0,7348.0,0,1,0,41
530000.0,3,1,1250.0,6041.0,1,0,5,7,98115,47.69,-122.304,1180.0,6042.0,0,0,0,78
314950.0,3,2,1654.0,8479.0,2,0,3,7,98038,47.3627,-122.037,1654.0,8479.0,0,0,0,25
255000.0,3,1,1410.0,9315.0,1,0,5,7,98031,47.3969,-122.198,1630.0,8250.0,0,0,0,60
550000.0,5,2,2160.0,5720.0,1,0,5,7,98144,47.5728,-122.304,2160.0,4996.0,0,1,0,70
435000.0,3,1,1400.0,4800.0,1,0,4,6,98136,47.5499,-122.391,1470.0,6000.0,0,1,0,103
234000.0,3,1,1420.0,8738.0,1,0,4,7,98002,47.3113,-122.20700000000001,1660.0,8738.0,0,0,0,54
615000.0,4,2,2500.0,10062.0,1,0,3,8,98052,47.638999999999996,-122.1,2500.0,9750.0,0,1,0,45
205000.0,3,2,1410.0,8384.0,1,0,3,7,98001,47.3315,-122.26299999999999,1410.0,9205.0,0,0,0,35
384000.0,4,1,2100.0,7135.0,1,0,4,7,98106,47.5353,-122.34899999999999,1730.0,4000.0,0,1,0,65
324000.0,3,2,1750.0,7208.0,2,0,3,8,98055,47.4315,-122.19200000000001,2050.0,7524.0,0,0,0,26
645000.0,3,1,2070.0,5500.0,1,0,4,7,98115,47.6733,-122.301,1800.0,4400.0,0,1,0,74
570000.0,3,3,1570.0,1777.0,2,0,3,8,98107,47.6655,-122.369,1000.0,1777.0,0,1,0,13
324000.0,3,2,1920.0,5322.0,2,0,3,8,98031,47.4095,-122.195,1920.0,5000.0,0,0,0,21
270000.0,2,1,1000.0,10320.0,1,0,3,6,98106,47.527,-122.35600000000001,1100.0,5160.0,0,0,0,77
290000.0,5,1,2120.0,7700.0,1,0,5,7,98058,47.4599,-122.17200000000001,1730.0,7700.0,0,0,0,58
250000.0,3,2,1440.0,9220.0,1,0,3,7,98198,47.3702,-122.31700000000001,1390.0,7830.0,0,0,0,55
342000.0,3,1,1660.0,16275.0,2,0,3,7,98014,47.6903,-121.915,1520.0,16275.0,0,0,0,30
255000.0,3,1,1340.0,8450.0,1,0,4,7,98188,47.4405,-122.28,1340.0,8920.0,0,0,0,62
800000.0,3,2,2380.0,11824.0,1,0,4,9,98040,47.5371,-122.21799999999999,2750.0,11491.0,0,1,0,48
451000.0,3,1,1560.0,4049.0,1,2,3,7,98126,47.5666,-122.375,1430.0,3738.0,0,1,0,94
990000.0,4,2,2780.0,10480.0,1,3,3,7,98033,47.6597,-122.204,2860.0,10506.0,0,1,0,53
288400.0,4,2,1860.0,6687.0,1,0,4,7,98031,47.4046,-122.186,1860.0,6117.0,0,1,0,37
420000.0,3,1,2390.0,4600.0,2,0,3,8,98118,47.5383,-122.26799999999999,1690.0,5220.0,0,1,1,25
359000.0,2,2,1370.0,1140.0,2,0,3,8,98133,47.7052,-122.34299999999999,1370.0,1090.0,0,1,0,11
390000.0,4,3,2570.0,262018.0,1,0,3,7,98058,47.4417,-122.09,2260.0,19811.0,0,1,0,32
300000.0,3,2,1320.0,2614.0,2,0,3,7,98118,47.5355,-122.28299999999999,1320.0,2533.0,0,0,0,15
545000.0,5,2,2520.0,7863.0,1,0,3,7,98034,47.7096,-122.199,2030.0,8580.0,0,1,0,39
288349.0,3,1,1250.0,18616.0,1,0,4,6,98010,47.3414,-122.04700000000001,1920.0,15654.0,0,0,0,48
299900.0,3,2,1560.0,35026.0,1,0,3,7,98092,47.3023,-122.069,1660.0,35160.0,0,1,0,35
891000.0,4,2,2330.0,5000.0,1,0,5,7,98117,47.6804,-122.35799999999999,2090.0,5000.0,0,1,0,95
1200000.0,3,2,3660.0,22410.0,1,3,4,9,98117,47.6972,-122.4,2680.0,8250.0,0,1,0,73
378000.0,4,2,2790.0,4650.0,2,0,3,8,98038,47.3556,-122.02600000000001,2820.0,4650.0,0,0,0,16
299995.0,2,1,1060.0,7200.0,1,0,4,6,98155,47.7463,-122.315,1850.0,8291.0,0,0,0,69
253000.0,3,2,2020.0,6564.0,1,0,3,7,98042,47.3545,-122.15799999999999,1710.0,5151.0,0,1,0,26
350000.0,3,2,1580.0,47916.0,1,0,3,7,98024,47.5583,-121.852,1980.0,75358.0,0,0,0,41
565000.0,4,3,2020.0,4300.0,1,0,3,6,98107,47.6653,-122.37200000000001,1290.0,3440.0,0,0,0,120
315000.0,2,1,970.0,5665.0,1,0,4,6,98118,47.5513,-122.273,1490.0,4429.0,0,0,0,112
570000.0,4,3,1490.0,6766.0,1,1,5,7,98136,47.5446,-122.382,1990.0,6526.0,0,0,0,105
971000.0,5,3,4390.0,10140.0,2,0,3,9,98125,47.7174,-122.28200000000001,2010.0,8400.0,0,1,0,15
915000.0,5,2,2750.0,5589.0,1,0,5,9,98112,47.6364,-122.3,1460.0,4250.0,0,1,0,110
419000.0,4,1,2150.0,23568.0,1,0,4,7,98166,47.4522,-122.355,2150.0,10125.0,0,0,0,70
260000.0,4,1,1810.0,7480.0,1,0,3,7,98023,47.3275,-122.361,1870.0,9594.0,0,1,0,43
1320000.0,3,3,2230.0,12968.0,2,0,3,9,98004,47.6271,-122.197,2260.0,10160.0,0,0,0,30
369950.0,3,1,2430.0,10720.0,1,0,3,7,98045,47.4895,-121.787,1660.0,11560.0,0,0,0,43
1030000.0,3,2,3680.0,13384.0,2,0,3,10,98006,47.5484,-122.119,3600.0,11306.0,0,0,0,26
435000.0,5,1,1410.0,6750.0,1,0,3,6,98118,47.5453,-122.27799999999999,1360.0,6750.0,0,0,0,91
601000.0,3,1,1330.0,6743.0,1,0,3,8,98125,47.7012,-122.286,2600.0,7350.0,0,0,1,18
460500.0,3,1,1490.0,10650.0,1,0,3,7,98033,47.663000000000004,-122.178,1730.0,9800.0,0,1,0,57
720000.0,3,2,2020.0,1159.0,3,3,3,8,98103,47.6617,-122.35600000000001,1920.0,3600.0,0,0,0,20
851000.0,4,2,3130.0,13202.0,2,0,3,10,98075,47.5878,-121.976,2840.0,10470.0,0,0,0,24
550000.0,4,3,2670.0,5000.0,2,2,3,7,98126,47.5784,-122.37700000000001,2300.0,5000.0,0,0,0,104
700000.0,4,1,1980.0,4560.0,1,0,3,7,98103,47.6606,-122.331,1810.0,3245.0,0,0,0,100
323000.0,3,1,2100.0,14850.0,1,0,4,7,98042,47.3622,-122.059,1930.0,17238.0,0,0,0,57
345500.0,3,1,1350.0,8581.0,1,0,5,6,98177,47.7612,-122.36200000000001,2080.0,8451.0,0,0,0,76
378000.0,4,1,2140.0,7920.0,1,0,3,7,98118,47.5491,-122.272,2140.0,7238.0,0,1,0,61
650000.0,4,2,2208.0,5000.0,3,0,5,8,98116,47.5711,-122.383,1760.0,5000.0,0,0,0,103
385000.0,3,2,1010.0,7380.0,1,0,3,7,98074,47.6273,-122.06200000000001,1650.0,9030.0,0,0,0,38
425000.0,2,1,970.0,2970.0,1,0,3,7,98102,47.6233,-122.319,1670.0,3000.0,0,0,0,110
210000.0,4,2,1520.0,6174.0,1,0,5,6,98022,47.2105,-121.98899999999999,1390.0,5407.0,0,0,0,100
630000.0,4,2,2740.0,43101.0,2,0,3,9,98077,47.7649,-122.04899999999999,2740.0,33447.0,0,0,0,27
335000.0,3,1,1570.0,7500.0,1,1,3,7,98146,47.4999,-122.368,1590.0,7660.0,0,1,0,67
196500.0,3,1,1320.0,9000.0,1,0,3,7,98001,47.3461,-122.272,1320.0,9800.0,0,0,0,54
582800.0,4,2,2550.0,7636.0,1,0,3,8,98074,47.6471,-122.06,2290.0,8223.0,0,1,0,34
440000.0,3,1,1560.0,7207.0,1,0,3,7,98034,47.7283,-122.22200000000001,1540.0,7485.0,0,1,0,37
752500.0,4,2,2360.0,8616.0,2,0,4,8,98033,47.6495,-122.198,2360.0,9337.0,0,0,0,46
532500.0,3,1,1330.0,5000.0,2,0,4,7,98116,47.5724,-122.384,1500.0,4000.0,0,1,0,111
265000.0,3,1,1070.0,9000.0,1,0,4,7,98198,47.4061,-122.33,1840.0,12000.0,0,0,0,70
397500.0,3,1,1510.0,13737.0,1,3,4,6,98125,47.7289,-122.28299999999999,2560.0,10202.0,0,1,0,59
524250.0,3,2,1710.0,3469.0,2,0,3,8,98029,47.54600000000001,-122.01100000000001,2120.0,3560.0,0,0,0,21
765000.0,4,2,2790.0,10819.0,2,0,3,10,98027,47.5515,-122.08,3080.0,12603.0,0,0,0,24
648000.0,4,2,2620.0,5450.0,2,0,3,9,98074,47.6301,-122.01899999999999,2590.0,5371.0,0,0,0,19
469500.0,5,2,2970.0,24759.0,1,0,4,8,98031,47.3908,-122.17299999999999,2100.0,21803.0,0,1,0,51
237500.0,3,1,1050.0,7854.0,1,0,4,7,98023,47.3011,-122.369,1360.0,7668.0,0,0,0,45
216000.0,3,1,1280.0,8712.0,1,0,4,7,98003,47.3298,-122.29700000000001,1420.0,8800.0,0,0,0,64
427200.0,3,1,1030.0,8400.0,1,0,4,7,98056,47.5364,-122.17299999999999,1270.0,8400.0,0,0,0,57
280000.0,3,2,1900.0,7800.0,1,0,4,8,98055,47.4545,-122.208,1730.0,7800.0,0,1,0,43
718000.0,5,3,3070.0,9804.0,1,0,4,9,98006,47.5702,-122.12799999999999,2550.0,9689.0,0,1,0,52
420000.0,2,2,1760.0,4139.0,2,0,3,8,98065,47.5175,-121.87799999999999,1870.0,3076.0,0,0,0,10
379000.0,2,1,930.0,5400.0,1,0,3,7,98117,47.6971,-122.37200000000001,1050.0,5400.0,0,0,0,68
326100.0,2,1,880.0,7683.0,1,0,3,6,98177,47.7145,-122.361,1370.0,7695.0,0,0,0,78
535000.0,3,2,1360.0,1016.0,3,0,3,7,98115,47.6774,-122.324,1365.0,1156.0,0,1,0,17
283000.0,4,2,2130.0,8560.0,1,0,3,7,98022,47.1949,-122.01,2130.0,8560.0,0,1,0,28
260000.0,3,1,1480.0,7469.0,1,0,3,6,98168,47.5048,-122.301,1460.0,7379.0,0,1,0,80
399000.0,4,1,1500.0,6388.0,1,0,4,7,98126,47.5303,-122.37799999999999,980.0,5366.0,0,0,0,69
484950.0,3,2,1670.0,5004.0,2,0,3,8,98029,47.5688,-122.01700000000001,1850.0,5276.0,0,0,0,33
640000.0,4,1,2060.0,9828.0,1,0,4,8,98005,47.5867,-122.17399999999999,2260.0,9996.0,0,0,0,60
585000.0,4,2,2160.0,8158.0,1,0,4,8,98115,47.6948,-122.32799999999999,1520.0,7208.0,0,1,0,68
645000.0,4,2,2780.0,11583.0,1,3,3,8,98125,47.7293,-122.28399999999999,2580.0,10241.0,0,1,0,65
253000.0,3,2,1490.0,7651.0,1,0,3,7,98003,47.3211,-122.325,1590.0,7795.0,0,0,0,32
178500.0,2,1,740.0,6460.0,1,0,3,6,98146,47.5077,-122.344,1170.0,6975.0,0,0,0,67
291000.0,4,2,1860.0,6325.0,2,0,4,7,98038,47.3492,-122.03,1860.0,6449.0,0,0,0,29
199950.0,2,2,1590.0,20917.0,1,0,3,5,98001,47.2786,-122.25,1310.0,6000.0,0,0,0,100
553500.0,2,1,850.0,2340.0,1,0,3,7,98105,47.6707,-122.32799999999999,1300.0,3000.0,0,0,0,98
189950.0,2,1,1030.0,4188.0,1,0,3,8,98038,47.3738,-122.057,1450.0,3376.0,0,0,0,39
289000.0,3,2,1850.0,9550.0,1,0,3,8,98001,47.3225,-122.273,2250.0,9550.0,0,0,0,32
700000.0,4,2,1830.0,4590.0,2,0,3,8,98105,47.6593,-122.32700000000001,1650.0,4590.0,0,0,0,112
270000.0,3,2,1560.0,8853.0,1,0,3,7,98058,47.4312,-122.171,1610.0,8750.0,0,0,0,53
258000.0,4,1,1730.0,8320.0,1,0,3,7,98023,47.327,-122.361,1840.0,9800.0,0,1,0,43
530000.0,3,2,1930.0,7214.0,2,0,3,8,98125,47.7191,-122.309,1930.0,7266.0,0,0,0,15
245000.0,3,2,1422.0,3677.0,2,0,3,7,98092,47.3204,-122.178,1677.0,3677.0,0,0,0,8
563000.0,3,2,1380.0,5000.0,1,0,4,7,98117,47.6807,-122.369,1350.0,5000.0,0,0,0,103
515000.0,3,2,2430.0,4203.0,2,0,3,8,98065,47.5346,-121.875,2500.0,4798.0,0,0,0,19
325000.0,4,2,2610.0,7091.0,2,0,3,9,98023,47.3017,-122.34899999999999,2610.0,7773.0,0,0,0,33
540000.0,3,2,2000.0,217800.0,2,0,3,8,98024,47.5599,-121.911,2220.0,217800.0,0,0,0,24
280300.0,2,1,920.0,5000.0,1,0,4,6,98103,47.7008,-122.338,1500.0,5000.0,0,1,0,71
460000.0,4,1,1750.0,5500.0,1,0,5,7,98117,47.6802,-122.38799999999999,1640.0,5500.0,0,1,0,94
475000.0,3,1,2020.0,8970.0,1,0,4,7,98072,47.7571,-122.145,2140.0,8008.0,0,1,0,39
900000.0,4,2,2460.0,44431.0,1,0,4,9,98007,47.6042,-122.147,2830.0,44431.0,0,0,0,63
538200.0,4,3,1780.0,7260.0,1,0,4,8,98008,47.626999999999995,-122.11399999999999,1810.0,7920.0,0,0,0,56
429000.0,2,1,1080.0,3600.0,1,0,3,7,98122,47.6078,-122.291,2230.0,4500.0,0,0,0,98
164808.0,3,1,1250.0,5411.0,1,0,3,7,98178,47.5064,-122.265,1490.0,6320.0,0,0,0,40
520000.0,4,2,1870.0,7700.0,2,0,3,7,98052,47.6937,-122.12700000000001,1970.0,7700.0,0,0,0,43
475000.0,3,1,1700.0,8432.0,1,0,3,8,98125,47.7221,-122.31700000000001,1800.0,7842.0,0,1,0,43
283000.0,4,1,1480.0,47045.0,1,0,5,6,98168,47.4809,-122.3,1530.0,11000.0,0,0,0,78
321500.0,4,2,1930.0,6228.0,2,0,3,8,98030,47.3572,-122.191,1930.0,6168.0,0,0,0,20
840000.0,4,2,3130.0,21810.0,2,0,4,10,98077,47.7083,-122.073,3330.0,21810.0,0,0,0,27
287000.0,3,2,1370.0,6000.0,2,0,4,7,98038,47.3484,-122.03299999999999,1370.0,6200.0,0,0,0,28
375000.0,3,1,960.0,8106.0,1,0,3,7,98052,47.6737,-122.156,1650.0,8035.0,0,0,0,58
349500.0,3,1,1260.0,7128.0,1,0,4,7,98034,47.7263,-122.205,1330.0,7326.0,0,0,0,51
446450.0,3,1,1480.0,7749.0,1,0,5,7,98126,47.5144,-122.37899999999999,1140.0,5320.0,0,0,0,60
315000.0,4,2,1930.0,9643.0,2,0,4,7,98031,47.4065,-122.18,1930.0,7525.0,0,0,0,28
271310.0,2,1,870.0,5340.0,1,0,2,6,98144,47.5849,-122.302,1190.0,4440.0,0,0,0,114
315000.0,4,1,1300.0,8400.0,1,0,4,7,98133,47.7612,-122.33200000000001,1330.0,8400.0,0,0,0,67
245000.0,3,1,1490.0,6930.0,1,0,4,7,98030,47.3682,-122.179,1880.0,6861.0,0,0,0,30
543115.0,2,1,1380.0,5484.0,1,0,3,8,98199,47.6382,-122.399,1380.0,5347.0,0,1,0,73
900000.0,4,2,1190.0,8190.0,1,0,3,7,98117,47.6908,-122.397,1190.0,1567.0,0,0,0,75
2450000.0,4,4,4250.0,6552.0,2,3,4,10,98144,47.5747,-122.28299999999999,3640.0,8841.0,0,1,0,12
554000.0,2,2,1920.0,6045.0,1,0,3,8,98053,47.7107,-122.031,1670.0,5200.0,0,0,0,17
249900.0,3,1,2080.0,12522.0,1,0,5,6,98001,47.266999999999996,-122.25,1690.0,11200.0,0,0,0,70
768000.0,3,2,3220.0,54160.0,2,2,4,9,98006,47.5468,-122.109,3460.0,44374.0,0,1,0,39
980000.0,4,3,3680.0,5854.0,1,3,3,10,98199,47.6327,-122.395,3140.0,5000.0,0,1,0,53
395000.0,5,2,2070.0,9600.0,1,0,3,7,98146,47.4997,-122.36399999999999,1950.0,7800.0,0,1,0,58
415000.0,3,1,1480.0,2200.0,2,0,3,7,98103,47.6969,-122.35,1360.0,2190.0,0,0,0,25
380000.0,4,2,2000.0,6921.0,2,0,3,8,98038,47.3559,-122.014,2430.0,6339.0,0,0,0,17
566000.0,3,2,1560.0,5259.0,2,0,3,8,98075,47.5985,-122.016,2170.0,5461.0,0,0,0,21
218500.0,2,1,1600.0,8961.0,1,0,4,7,98002,47.3098,-122.21,1502.0,6798.0,0,1,0,71
550000.0,4,2,1940.0,10500.0,1,0,4,7,98052,47.683,-122.11399999999999,2200.0,10500.0,0,1,0,44
512031.0,3,1,1540.0,3000.0,1,2,3,7,98117,47.6769,-122.36,1420.0,4200.0,0,1,0,100
197500.0,2,1,820.0,8860.0,1,0,3,6,98055,47.452,-122.19,1660.0,15375.0,0,0,0,70
470000.0,3,2,1780.0,8784.0,1,0,3,7,98033,47.701,-122.17200000000001,1780.0,7704.0,0,1,0,43
590000.0,3,1,1560.0,242629.0,1,0,3,7,98053,47.6493,-121.956,2320.0,220654.0,0,0,0,39
465000.0,4,2,2210.0,8862.0,1,0,4,8,98011,47.7725,-122.198,2030.0,8862.0,0,1,0,43
499000.0,2,1,2040.0,114562.0,1,0,4,7,98027,47.4985,-122.09200000000001,1850.0,94960.0,0,0,0,52
515000.0,3,2,1920.0,11500.0,1,0,3,8,98006,47.5498,-122.18799999999999,2260.0,8866.0,0,0,1,20
716500.0,3,1,1930.0,5000.0,1,0,3,9,98105,47.6582,-122.27799999999999,2300.0,6000.0,0,1,0,84
410000.0,3,2,1700.0,4250.0,1,0,3,6,98199,47.6542,-122.385,1440.0,4250.0,0,1,0,76
850000.0,4,3,3450.0,6500.0,2,0,3,8,98136,47.5437,-122.38799999999999,1750.0,6500.0,0,1,0,26
1050000.0,4,3,3440.0,35021.0,2,0,3,10,98033,47.6476,-122.184,3440.0,35021.0,0,0,0,37
648000.0,4,2,2380.0,13435.0,2,0,3,10,98075,47.5833,-122.02799999999999,2730.0,9677.0,0,0,0,28
620000.0,4,2,2400.0,5350.0,1,0,4,7,98117,47.6763,-122.37,1250.0,4880.0,0,1,0,91
935000.0,4,4,5670.0,84267.0,2,2,3,11,98010,47.323,-122.044,4100.0,83729.0,0,0,0,12
379000.0,3,1,1140.0,10320.0,1,0,4,7,98034,47.7168,-122.196,1140.0,10412.0,0,0,0,57
699000.0,3,1,1670.0,5375.0,1,0,3,7,98199,47.6416,-122.397,1460.0,6125.0,0,1,0,68
528000.0,4,2,1910.0,8005.0,1,0,3,8,98125,47.7259,-122.29799999999999,1860.0,8010.0,0,1,0,60
425000.0,3,1,1560.0,9452.0,1,0,4,8,98056,47.5197,-122.18,2200.0,9985.0,0,0,0,46
249500.0,2,1,1500.0,8645.0,1,0,4,7,98042,47.3643,-122.115,1220.0,8645.0,0,0,0,57
1040000.0,5,3,4475.0,6642.0,2,0,3,9,98053,47.6849,-122.01799999999999,3720.0,6633.0,0,0,0,6
790000.0,4,2,2840.0,11900.0,1,3,4,9,98136,47.5271,-122.38600000000001,2790.0,10070.0,0,1,0,59
399950.0,3,1,1020.0,18050.0,1,0,3,7,98027,47.5254,-122.04299999999999,1750.0,11640.0,0,0,0,51
275000.0,3,1,1410.0,9000.0,1,0,3,7,98133,47.7635,-122.35,1910.0,7214.0,0,0,0,67
550000.0,3,1,1520.0,2500.0,1,0,3,8,98109,47.6347,-122.352,1880.0,3600.0,0,0,0,108
140000.0,1,1,730.0,6890.0,1,0,4,4,98055,47.467,-122.215,1790.0,7969.0,0,0,0,94
250000.0,3,1,1190.0,6250.0,1,0,3,7,98108,47.5658,-122.292,1760.0,6434.0,0,1,0,66
318000.0,3,2,1410.0,8909.0,2,2,3,7,98198,47.3983,-122.31,2050.0,8909.0,0,0,0,32
505000.0,2,1,1240.0,57000.0,1,0,3,7,98075,47.597,-122.059,3050.0,25545.0,0,0,0,58
470500.0,5,2,2500.0,9248.0,1,0,3,8,98006,47.5415,-122.18,2090.0,8568.0,0,1,0,54
360000.0,3,1,1050.0,9206.0,1,0,3,7,98125,47.7071,-122.301,1380.0,6384.0,0,0,0,66
1240000.0,4,2,2680.0,8500.0,1,4,4,9,98006,47.5634,-122.156,2940.0,8650.0,0,1,0,58
986000.0,3,2,2380.0,16080.0,1,2,4,9,98136,47.5262,-122.38600000000001,2560.0,10070.0,0,1,0,56
515000.0,2,1,1060.0,4228.0,1,0,3,7,98112,47.6231,-122.29299999999999,1060.0,4187.0,0,0,0,114
320000.0,3,1,2300.0,41900.0,1,0,4,8,98168,47.477,-122.292,1160.0,8547.0,0,1,0,81
310000.0,4,3,2010.0,7426.0,1,0,5,7,98178,47.5042,-122.265,1470.0,7426.0,0,1,0,69
356700.0,2,1,1090.0,5000.0,1,0,4,7,98126,47.5258,-122.37799999999999,990.0,5250.0,0,1,0,78
775000.0,4,1,2320.0,5595.0,1,0,3,7,98199,47.6397,-122.38799999999999,1840.0,5596.0,0,1,0,64
325000.0,3,1,1040.0,7541.0,1,0,3,6,98133,47.7565,-122.339,1140.0,6100.0,0,0,0,69
208000.0,4,2,1810.0,8677.0,1,0,3,7,98198,47.3668,-122.31,1740.0,8677.0,0,0,0,58
825000.0,2,1,1150.0,12775.0,1,4,4,6,98178,47.501999999999995,-122.22200000000001,2440.0,11852.0,1,0,0,112
515000.0,3,2,2360.0,11254.0,1,2,3,9,98003,47.3356,-122.333,2390.0,11254.0,0,0,0,30
490000.0,3,1,1970.0,3400.0,1,0,4,8,98122,47.6163,-122.292,1940.0,4000.0,0,1,0,91
675000.0,4,3,2690.0,28300.0,1,0,3,8,98166,47.4458,-122.34299999999999,2820.0,27100.0,0,0,1,21
360000.0,4,2,2080.0,4080.0,1,0,5,7,98144,47.571999999999996,-122.29,1340.0,4080.0,0,1,0,58
550000.0,4,2,2080.0,4080.0,1,0,5,7,98144,47.571999999999996,-122.29,1340.0,4080.0,0,1,0,58
225000.0,3,1,1370.0,9000.0,1,0,3,7,98168,47.4973,-122.32799999999999,1400.0,9075.0,0,0,0,58
500000.0,3,2,3410.0,9360.0,1,0,4,8,98058,47.4497,-122.147,2260.0,10128.0,0,0,0,53
385000.0,4,2,1850.0,11700.0,1,0,4,8,98059,47.4702,-122.12,2110.0,11700.0,0,0,0,51
837700.0,5,2,3010.0,12611.0,2,0,3,10,98052,47.69600000000001,-122.102,2890.0,9456.0,0,0,0,26
448000.0,3,2,1530.0,3056.0,2,0,3,7,98053,47.6817,-122.035,1560.0,3064.0,0,0,0,17
730000.0,5,1,2690.0,21357.0,1,0,4,7,98004,47.5831,-122.191,2600.0,17539.0,0,1,0,68
575000.0,4,1,2810.0,7140.0,1,2,3,8,98136,47.5252,-122.382,2240.0,6825.0,0,1,0,66
430000.0,3,1,1810.0,7300.0,1,0,4,7,98034,47.7299,-122.19200000000001,1460.0,7560.0,0,1,0,44
435000.0,3,2,1560.0,3987.0,2,0,3,7,98053,47.687,-122.04299999999999,1600.0,3152.0,0,0,0,18
241000.0,3,1,1010.0,9611.0,1,0,4,6,98092,47.3006,-122.066,1200.0,9611.0,0,0,0,47
453500.0,2,1,1000.0,1760.0,1,0,4,6,98109,47.6261,-122.355,2120.0,2802.0,0,1,0,96
285000.0,2,1,990.0,1380.0,3,0,3,7,98133,47.7218,-122.35600000000001,1050.0,1380.0,0,0,0,19
151000.0,2,1,720.0,4222.0,1,0,4,5,98056,47.4965,-122.186,860.0,4785.0,0,0,0,78
1570000.0,5,4,6070.0,14731.0,2,0,3,11,98059,47.5306,-122.134,4750.0,13404.0,0,0,0,16
631000.0,5,2,2270.0,2400.0,2,0,3,7,98122,47.6051,-122.319,1320.0,2400.0,0,0,0,115
285000.0,2,2,1380.0,1073.0,2,0,3,7,98126,47.5462,-122.369,1580.0,2036.0,0,1,0,9
195000.0,3,1,1260.0,8378.0,1,0,4,6,98023,47.3274,-122.348,1140.0,8496.0,0,1,1,43
817500.0,4,2,2910.0,35679.0,2,0,4,9,98075,47.5859,-121.991,2720.0,36728.0,0,0,0,33
550000.0,3,2,1810.0,12825.0,1,0,4,7,98007,47.5953,-122.14,1490.0,10800.0,0,0,0,60
1130000.0,4,2,3160.0,8281.0,2,0,4,9,98033,47.6699,-122.195,3000.0,8281.0,0,0,0,25
609850.0,2,2,1910.0,1369.0,3,0,3,9,98119,47.6544,-122.37299999999999,1910.0,1879.0,0,0,0,18
200000.0,3,1,1230.0,4380.0,1,0,3,6,98106,47.5352,-122.361,1525.0,6026.0,0,0,0,73
367000.0,4,2,2960.0,6219.0,2,0,3,9,98038,47.3603,-122.037,2960.0,5361.0,0,0,0,14
285167.0,3,2,2200.0,8375.0,2,0,3,8,98092,47.2626,-122.21799999999999,2200.0,10002.0,0,0,0,32
275000.0,2,1,1270.0,32175.0,1,0,4,7,98003,47.3347,-122.304,1270.0,10200.0,0,0,0,73
350900.0,4,2,2540.0,12843.0,2,0,3,9,98030,47.3866,-122.169,2410.0,9383.0,0,0,0,28
660000.0,4,3,3030.0,9273.0,2,0,5,8,98029,47.5747,-122.014,2360.0,7632.0,0,0,0,32
525000.0,3,1,1520.0,8835.0,1,0,4,7,98008,47.6054,-122.118,1760.0,8580.0,0,0,0,63
